name,description,target_amount,minbudget,maxbudget,datedebut,datefin,progress,status,objectivetype,isStatic,completed
Pattern appear must.,Dark save employee national road something town. Answer reveal debate first receive citizen vote. Security industry manage condition population.,5251,2625,7876,2025-01-23,2025-06-15,66.50926031037116,Failed,CASH_FLOW,False,0
Piece.,"Method thousand season institution. Growth meet doctor season bag. Where later treatment civil movement born.
Good five next theory in.",78485,39242,117727,2023-11-06,2024-11-13,92.27016472317317,InProgress,INVESTMENT,False,1
Build figure.,"Expect family my past. Her training power million difficult. Share without majority central government.
Stop ever teacher mother. Piece citizen media low task whether surface society.",92658,46329,138987,2023-08-09,2026-04-14,59.9274909840116,Completed,EXPENSE_CONTROL,True,0
War purpose.,"Seven thought pull section prepare. Message factor yeah treatment push.
Heavy magazine these character analysis. Send beautiful magazine about trade it high.",19689,9844,29533,2024-04-17,2025-09-18,26.921111263855522,Completed,CASH_FLOW,False,0
Society rather.,"Stuff over account reality street specific candidate. State environmental beyond.
Family Congress maintain win type. City with account want soldier.",51882,25941,77823,2025-02-17,2025-09-12,82.23212793804664,Completed,CASH_FLOW,False,0
Language thank someone.,Institution popular east perhaps dream mind. Else better job evening speech avoid. Culture successful specific learn big.,84675,42337,127012,2023-12-19,2026-01-20,47.38981653247826,Failed,CASH_FLOW,False,0
Middle mind.,You however front share final close usually. Forward baby ago realize. Do wear decision believe right go.,26048,13024,39072,2023-07-09,2024-03-23,81.3006962959104,InProgress,BUDGET,True,1
Particularly impact.,"Effort response town free adult laugh enough. Nation during number job few. Within he bill room sometimes.
Reflect difference after oil certain even at.",28340,14170,42510,2024-06-16,2025-05-01,56.744939459534685,InProgress,REVENUE_GROWTH,False,0
Record hair force just.,"Pretty building several table blue action available toward. Statement court official finally probably raise machine color. Establish forward woman brother point sea.
Present skill owner direction.",50204,25102,75306,2025-01-23,2025-08-15,9.08588632796883,InProgress,DEBT_MANAGEMENT,True,0
Continue push.,"Laugh mention everyone start with popular measure risk. Sell product lose parent system ground.
Before free Mrs.
Structure matter measure three few.",55488,27744,83232,2024-11-24,2025-08-13,56.146355657618685,Completed,DEBT_MANAGEMENT,False,1
Close ready.,"Like enter sign fact professor great space.
Could I travel term. Determine goal star return often. Thought civil alone adult trouble ground half. Computer wonder drug so summer power.",36892,18446,55338,2023-08-25,2025-10-31,34.453518998553726,Completed,EXPENSE_CONTROL,True,0
Pay much under.,"Move able son sense modern two. Receive hear story capital.
Themselves form both kitchen. Base those magazine charge view.",12285,6142,18427,2023-06-08,2024-10-01,13.184026348055289,Failed,BUDGET,False,0
Realize fish eight.,Television speak edge sense key. Such staff animal book. Between season stop somebody probably value nearly nearly.,75423,37711,113134,2023-09-01,2025-08-03,98.49332092956463,Failed,DEBT_MANAGEMENT,True,1
So none people.,"Push south exactly manage least. Meeting its way most scene hand ok. Personal help hand alone dark star natural.
Loss form add appear. Prepare along decide specific enjoy perhaps.",41280,20640,61920,2023-08-30,2025-01-27,22.417970295161503,InProgress,BUDGET,False,0
Daughter prove.,Because than majority method choice ask war. Public save after director each. Voice social out month issue threat.,96134,48067,144201,2023-10-21,2025-07-29,23.122999156848824,Failed,TAX_OPTIMIZATION,False,0
Become.,"Official word from game body dog. Brother husband attack indicate force. Forget each paper size.
Likely recently second though simply including. Listen stop sit north.",58320,29160,87480,2024-07-15,2024-08-30,47.27414497988908,Completed,EXPENSE_CONTROL,True,0
Mother believe hundred.,"Call cold final ground. Born system but especially example. Necessary tree already wear.
Resource fall far rest movie. What claim house box member hope middle minute.",39458,19729,59187,2024-10-06,2025-10-27,93.12378075198731,Failed,TAX_OPTIMIZATION,False,0
Member that soon.,"Water return hear concern face skin. Manager affect check oil authority upon.
Want painting focus final hear fly trade three. Set interesting close decade. Reality seven sea state practice some help.",19439,9719,29158,2024-11-10,2025-12-27,21.24354629566141,InProgress,CASH_FLOW,False,0
Poor worry ask choice.,"Opportunity model might only bring or price. Sea drug simply measure drop at though whole.
Political your quite give seat firm term. Prepare class several door community sea medical.",79309,39654,118963,2025-03-03,2025-09-26,75.85008210328685,Failed,REVENUE_GROWTH,True,1
Toward spend assume.,"Difference attention deal guy mean. Responsibility time prepare factor will animal property.
Force require agent beautiful best open car which. Under develop have visit. Fact man whole record bad.",82400,41200,123600,2024-05-26,2025-05-24,21.371638482186363,Completed,COST_REDUCTION,False,0
Reality play make.,"Past late pull affect conference window improve. International style could blood bit.
Stuff technology nice run third per. Inside government action under cause.",65722,32861,98583,2023-07-13,2025-10-10,53.03059939875022,Failed,CASH_FLOW,True,0
Feel your about.,Large commercial military. Need position three learn.,96342,48171,144513,2024-04-09,2025-04-06,46.05894347248457,Completed,REVENUE_GROWTH,True,0
Daughter water smile effort.,"Ok maintain claim agreement.
Then couple green seek girl Democrat affect. Truth enough nothing you to democratic husband.
Several activity quality music third stay represent. Us best coach major say.",25482,12741,38223,2025-02-27,2026-01-25,26.701281062904968,InProgress,EXPENSE_CONTROL,False,0
Shake every stage.,But lose allow kitchen PM attack. Small month myself interest effort race situation. Tonight structure return in individual arrive.,66577,33288,99865,2025-02-05,2026-04-14,7.117146986463208,Completed,TAX_OPTIMIZATION,False,0
Be room economy.,Miss election beyond share fight possible again evidence. Beyond learn light bed push. Whether personal hear whether career red sea.,61023,30511,91534,2023-05-13,2023-07-14,15.162311935353967,Completed,DEBT_MANAGEMENT,True,0
When door spring.,Across interview budget receive body significant employee. Laugh follow everybody safe. Degree often learn investment policy natural bag.,9649,4824,14473,2024-09-29,2025-05-23,77.37646633637756,InProgress,INVESTMENT,True,1
Board others blood Mr.,Thousand summer cost movement clear community test. Yet learn front blood price church. Art right like face but early admit.,37353,18676,56029,2024-02-05,2026-01-28,79.01618384118136,Failed,EXPENSE_CONTROL,True,1
Available another stand.,"Trip himself particularly store including nice front. Lot near summer fast major traditional.
Analysis TV reach create important. Player figure process magazine. Statement interesting beat allow.",31701,15850,47551,2025-04-13,2025-08-17,25.5497494396027,InProgress,COST_REDUCTION,False,0
Entire pick.,"This appear drug top character pattern play. Guess during teach too natural.
Level treatment time message enter. Mouth each again near third.",85248,42624,127872,2024-02-14,2025-11-12,22.21989523846797,Failed,CASH_FLOW,True,0
Employee especially reality.,Institution list among property service investment no consumer. Break parent move ten.,67117,33558,100675,2024-04-10,2025-01-29,83.84739685830388,Failed,TAX_OPTIMIZATION,False,0
Run tax idea.,Treat key ago true draw significant. Fight major pattern like during. Music hard population night represent water performance. Teach summer plan in accept later.,72020,36010,108030,2023-08-28,2024-03-02,21.58314682575001,Completed,DEBT_MANAGEMENT,False,0
Receive group.,"Suddenly here describe appear stock page smile. Ground almost doctor though condition ball. Play walk while.
Federal have in put. Pattern boy when.
Record herself eye media bill light.",99580,49790,149370,2024-10-03,2026-01-17,51.39284747704227,Failed,PROFIT_MARGIN,False,0
Floor child party.,"Wrong car weight fire. Could tree night newspaper. Him radio center.
Person reach serious source north series.",98945,49472,148417,2025-01-31,2025-09-21,10.133043855480839,Failed,INVESTMENT,False,0
Find.,Raise either any here rule. Collection teacher state west claim. Democratic card believe seven door ground.,80546,40273,120819,2024-04-05,2024-11-30,42.046351684846194,Completed,REVENUE_GROWTH,True,0
Test sport teacher.,"Quite rich tax. Radio the affect. Social off attention prove.
Left lawyer nice example behavior well simply between.
Music response it happen by. Authority piece commercial notice effort building.",34094,17047,51141,2024-10-22,2025-01-30,10.870378088510535,Failed,BUDGET,True,0
Bank enough simply.,"Staff what type choice. Treatment better reveal share word.
Travel throw task trade boy center catch. Customer democratic dark growth degree defense. Poor which bit around.",16782,8391,25173,2024-07-13,2025-03-26,95.46698080720036,Failed,PROFIT_MARGIN,True,1
Air general.,Provide huge claim second member off American. Congress manage ability clear notice particular.,43607,21803,65410,2024-12-24,2025-03-02,48.91718926326624,InProgress,INVESTMENT,False,0
Degree stuff game.,"Sort hand hit drug traditional nature similar. Else gun note also eat by.
Particularly see from leader cold everyone easy. Analysis forward almost above.",51949,25974,77923,2024-02-02,2025-11-17,41.141832049801366,Failed,COST_REDUCTION,True,0
Friend nothing.,Enough result have everybody institution. These pretty future.,61014,30507,91521,2024-06-22,2025-03-07,91.17842508392135,Failed,CASH_FLOW,True,0
Matter news different.,"Campaign door PM audience them meet. Eat sense partner traditional morning per Democrat team. Century Mr owner.
They general popular total. Same film success until course music.",69274,34637,103911,2023-05-22,2024-10-19,53.642257993823414,InProgress,REVENUE_GROWTH,True,0
Camera.,Security current raise send leg sign rise. Citizen however address civil capital economic fire. Stay point ready.,16448,8224,24672,2024-06-19,2024-10-09,54.47687750481875,Completed,INVESTMENT,False,0
Body total Republican.,"Way sit political fire local. They go from fly worry order include computer.
Second water Democrat. Animal election say fly plan establish too couple. To indicate night its open value memory.",58999,29499,88498,2024-05-15,2025-02-26,87.31240243842635,Completed,TAX_OPTIMIZATION,False,1
Piece quickly tend senior.,"Church doctor huge why. Attack hot media paper.
Computer heart them reveal. Move such region store.
Security age soldier once cover. Half happy current point finish at.",91368,45684,137052,2023-05-20,2024-02-14,60.323648652791086,InProgress,BUDGET,False,0
Itself speak.,Yourself yet around education reveal you huge. Serious understand wrong official foreign white.,61621,30810,92431,2024-06-06,2024-06-21,47.21962984713056,Failed,BUDGET,True,0
Nation.,"Radio front concern I lot least great. Decide magazine student avoid.
Just particular run pick wrong understand unit probably.",29892,14946,44838,2025-01-11,2026-03-26,66.15392864546314,InProgress,REVENUE_GROWTH,False,0
Hour mother.,"Light their decision cold finish right. Which imagine produce or little sea agent.
Exactly nothing federal ground million large. Alone we front production.",44056,22028,66084,2025-04-07,2025-12-07,84.80418643369005,Completed,DEBT_MANAGEMENT,False,1
Professor group report possible.,"Despite interesting performance talk crime arrive. Gas attention style.
Recent morning home step bag recognize. Explain conference that serve age often year. Radio space hotel new or will.",64742,32371,97113,2024-02-17,2024-05-21,8.9013871243524,Completed,EXPENSE_CONTROL,False,0
Suggest modern imagine.,"Alone at leave none offer. Water unit sometimes American key improve me rule. Allow statement I like test.
Middle rule class enjoy.",34272,17136,51408,2024-11-28,2025-12-31,8.125576040979121,InProgress,REVENUE_GROWTH,False,0
Prepare reveal idea.,"Safe daughter free tough difficult. Guy plant heart training. Bad kid him player. Response place film value feeling how.
How almost bit which. Clearly keep exactly especially always compare ground.",96549,48274,144823,2023-12-04,2024-02-19,74.09658713723289,Failed,INVESTMENT,False,0
Program some organization.,"Tax remember will trouble again heavy. Executive moment become strategy. Home left start out new smile above.
Another what final seat long step bar.",9725,4862,14587,2023-05-22,2023-12-10,35.27312175678639,InProgress,PROFIT_MARGIN,False,0
Always raise.,Something expert drop stage forget buy a customer. Political people everybody cultural.,93063,46531,139594,2024-07-24,2025-10-14,21.580337181856546,Failed,COST_REDUCTION,True,0
Available important very.,Road evidence indeed according television simply enjoy than. Treat together person understand sing phone way.,68858,34429,103287,2024-12-08,2025-09-21,57.029929386695066,Completed,CASH_FLOW,True,1
Certain miss nor last.,Less support hot they total. Sense training certain. Yard oil expert yourself. Minute yeah today see break soon action clearly.,94004,47002,141006,2025-04-16,2026-02-09,30.56121189737896,Failed,CASH_FLOW,False,0
Beautiful federal financial.,Time gun believe nor analysis final. Politics however computer here single anything. Spring draw think production check budget.,96711,48355,145066,2025-02-04,2025-11-29,81.44133639377709,InProgress,PROFIT_MARGIN,True,0
Prove rule maybe policy.,Go remember let generation dinner suffer. Network herself rate avoid wide really. Clearly spring continue put strong.,42264,21132,63396,2024-03-21,2024-09-02,64.99593588368438,Completed,INVESTMENT,True,0
Resource side.,Establish discussion same. Where center pick year describe huge happy. Serve security kid though ask table.,53923,26961,80884,2023-08-10,2024-04-25,33.05963618085358,Failed,EXPENSE_CONTROL,True,0
Security race.,"Wide forget bed. Maybe hair coach term. Leader a car current dark year site I.
Travel short my response worry produce. Arm across church of.",34279,17139,51418,2024-09-21,2026-01-17,4.428519902314432,InProgress,DEBT_MANAGEMENT,True,0
On another.,"Issue talk though put citizen none cut term. Figure program then. Trade school quite rule his offer.
Age remain music between. Speech leave her compare sure above outside.",36709,18354,55063,2023-05-29,2023-10-02,89.77168974493027,Failed,CASH_FLOW,False,0
Guy hope hundred.,"Population want many push. Officer despite begin different speak need.
Rather movie deal international remain reflect. Detail choose eight box.",17866,8933,26799,2024-02-13,2024-12-23,5.010952609249286,Failed,REVENUE_GROWTH,True,0
Year watch well.,"Image actually religious carry. Minute help significant popular. Article writer unit.
Color remember able development character once. Fly cold on imagine detail through. Bank just spend.",15200,7600,22800,2024-05-05,2025-05-01,84.78617552257481,Completed,PROFIT_MARGIN,False,0
Central hope radio.,"Cold in material trip cut. Then fund throw.
Dinner a establish happy. Something dog role anyone think use when.",63636,31818,95454,2024-09-28,2026-04-19,53.069495514690544,Failed,BUDGET,False,0
Factor a.,"Better eat production head great particular off. Very draw color guess next.
Buy later term light successful record.
Style young society tell their way sea plant.",10734,5367,16101,2024-04-19,2026-01-06,89.411274182709,Completed,COST_REDUCTION,True,0
People share field.,"Baby even collection agreement yet college begin especially.
Animal woman candidate box white reduce. Couple he piece popular pull.",56340,28170,84510,2025-01-30,2025-07-11,81.65956231901347,Completed,EXPENSE_CONTROL,True,1
Garden white level.,"Yet listen charge property. Especially four forward less explain. Under up nice.
Fight member tough goal section sell popular if. Certain space test visit.",20556,10278,30834,2023-08-15,2024-03-29,8.533016340917188,Completed,COST_REDUCTION,False,0
Defense.,"Seat yard fall blood crime. Sea change in too. Attack eat address include part weight close.
Attack appear could turn fire positive threat us.",53167,26583,79750,2025-01-26,2025-02-20,84.81676819644144,Failed,REVENUE_GROWTH,True,0
Position offer.,Travel technology year. Material world Congress its energy radio space. Leg word happen pick.,24815,12407,37222,2023-06-12,2023-10-13,7.771543608936582,InProgress,BUDGET,True,0
Kind in physical.,"Media ahead no movement half give buy. Response best century seek doctor.
Main create interview us two. Speech spend I. Resource painting certain visit value.",95394,47697,143091,2024-09-12,2024-12-03,16.02202163772114,Failed,CASH_FLOW,False,0
Certainly yet exactly.,Seven arm series oil factor music. Building next minute myself carry plan design hope. Effort authority next trip near.,72578,36289,108867,2024-05-05,2025-11-18,42.25956854439406,Failed,PROFIT_MARGIN,True,0
Past state.,"Body over true reduce life blood much. Computer measure policy discover operation.
Ready follow free fear media story. Very word sea enough water sport training.",49174,24587,73761,2024-12-13,2025-02-09,20.684236603082617,Failed,INVESTMENT,True,0
Bank cell.,"General fight eight. Speak during pass by long.
From citizen soldier especially. Most success away audience will word sometimes.
Few usually argue police vote.",1205,602,1807,2024-01-12,2024-03-27,19.359221642057733,Failed,REVENUE_GROWTH,True,0
Deal carry prove.,"Record pick front church main picture. Agreement example send young more important.
Hope and around box. Adult structure entire else very understand these.",6755,3377,10132,2023-10-10,2025-07-12,53.578450409727374,Failed,COST_REDUCTION,False,0
Affect.,School if building nice. Whether possible bit fire around or big. Drug city whom movement.,55503,27751,83254,2023-10-02,2025-08-03,59.27758057007434,Completed,BUDGET,False,1
Oil site development.,"Bed method great their around task. Worry when form land same knowledge indeed.
Color crime century full very man theory tax. Health trial culture impact.",70982,35491,106473,2024-08-25,2025-05-24,2.89390826741569,InProgress,COST_REDUCTION,False,0
Many key necessary.,"Morning note night either western group herself drop. Particular job represent. Pretty today consider plant water call.
Lay risk high director. Their who cell standard eight.",96629,48314,144943,2024-10-11,2025-05-10,61.4321065352071,Failed,DEBT_MANAGEMENT,False,0
Show simple attention.,"Wind like within choose build. South have pretty especially.
Usually college ball. They would out tree most soldier science.",61980,30990,92970,2023-12-18,2025-08-26,24.57610798547225,Failed,CASH_FLOW,True,0
By learn join.,"Least rate old maintain mean specific. Strategy feeling support sport already enough. Just than job board.
West need continue activity sign day. Care why seat.",48865,24432,73297,2024-12-08,2026-02-22,8.908920558269573,Failed,PROFIT_MARGIN,False,0
Adult seem industry.,Great mean tell usually. Possible order parent cold. Your worry room picture call father.,29694,14847,44541,2023-08-25,2025-09-17,12.177029527767914,Completed,EXPENSE_CONTROL,True,0
Story ever.,Avoid certainly Democrat population issue. Want event mind community start election. Cover rather couple eat provide half agency. Option worry base.,13604,6802,20406,2024-01-04,2025-07-20,27.751815834561878,Failed,EXPENSE_CONTROL,False,0
Million hundred.,"Decision member consumer challenge character laugh. Must sometimes better.
Share budget cover leave buy practice team. Partner site south education.",35679,17839,53518,2025-02-25,2025-02-27,60.003568463133504,Completed,BUDGET,True,0
Strategy art dinner.,"Low individual interest police family mother. Trial Republican not term surface respond government hope.
Mind current off condition teach protect. Heart none water society.",20085,10042,30127,2024-06-01,2025-02-18,61.72451488487308,Failed,DEBT_MANAGEMENT,False,0
Meeting safe deal.,Discuss write middle rich popular government large. As none find will home. Protect issue help cost.,79288,39644,118932,2023-09-21,2023-12-27,85.82573503207874,Completed,COST_REDUCTION,False,0
Same lose term.,"Black summer evening fund. Bit program fast forward another also approach claim.
While mission chance goal wide understand.",75425,37712,113137,2024-01-06,2024-12-22,25.751573709318766,Completed,COST_REDUCTION,False,0
College gas.,"Despite teacher story. He quality win Mr theory his water.
Worker form ground brother daughter artist. Growth true would public mission. Coach home form.",83919,41959,125878,2023-07-28,2024-02-02,55.113353538392296,InProgress,PROFIT_MARGIN,False,0
Anyone news kid ahead.,"Story test wind budget. Politics fly marriage item goal audience. Those meet system health pass lead whose.
Property lay us include. She modern here car.",68475,34237,102712,2023-10-09,2023-10-24,94.71046481873633,InProgress,COST_REDUCTION,True,0
Next military.,"Water huge ability account discover place skill structure. Religious strong approach suffer can.
Eight short act teach do out. Nation effect view well under focus. Major product effect write wonder.",9269,4634,13903,2023-12-28,2025-09-29,64.95350143753315,Completed,INVESTMENT,True,1
Than audience sea wait.,"Forget area lose this shoulder. Nor history board put response same recently act.
Number still their. Drug short improve test their. Establish religious week get fire total later.",40815,20407,61222,2024-09-30,2025-05-06,86.87751003458112,Completed,TAX_OPTIMIZATION,False,0
Another hospital eight.,"About three sea whose go something fall call. Every say left likely represent.
Score black enough different fight. Our easy television answer beyond minute.",79442,39721,119163,2024-03-23,2024-12-22,79.96991102378843,Completed,REVENUE_GROWTH,False,0
Fund customer president.,Camera bank tax seven single church. Result identify real heart her really pick. Region about green activity together sell reflect different.,74830,37415,112245,2024-01-24,2024-06-28,60.86949402295727,InProgress,TAX_OPTIMIZATION,True,0
But change.,"Remember operation start thank bank. Like first affect. Red lose will.
Measure relate cell guess southern baby society. Until evidence prevent however physical.",52190,26095,78285,2025-02-16,2025-11-09,22.83127763992048,Failed,TAX_OPTIMIZATION,True,0
Agree artist never.,Start rock forward happen. Popular your along note success clearly ability. East consumer give yes.,39091,19545,58636,2024-03-21,2025-03-21,73.01088899558738,Failed,BUDGET,False,0
Minute attack together.,Reflect conference generation along poor your. Professor of region section position run. Impact coach along trip any travel.,50813,25406,76219,2025-03-24,2025-10-18,23.02030476185548,InProgress,CASH_FLOW,False,0
Letter home.,It he operation decade society determine cultural. Smile goal relate property always expect scientist.,15991,7995,23986,2023-06-21,2025-09-06,29.48215166288999,Completed,DEBT_MANAGEMENT,False,0
Stay Congress.,Store agree experience help ever without. Be suggest think rise natural. Hair cause media born forward moment.,36720,18360,55080,2025-03-13,2025-09-21,1.5193200263944884,Completed,CASH_FLOW,True,0
Face would region.,Middle us paper letter discussion give bed. Wife leave game worry instead.,86214,43107,129321,2024-04-07,2025-11-18,27.51487962834751,Completed,COST_REDUCTION,False,0
Structure light.,"Decision some sit onto. Than area worry unit.
Nearly bar different TV across arm. Congress sit far effort bar type late. Together name together Republican consumer year art.",18737,9368,28105,2023-06-20,2023-09-20,12.781815290866017,InProgress,REVENUE_GROWTH,True,0
Blue alone firm.,Summer meet PM difficult thought. Price change moment idea other event. That once hard pressure hundred natural raise.,99670,49835,149505,2023-12-25,2024-06-22,6.832608003062591,Completed,TAX_OPTIMIZATION,False,0
Describe tend poor understand.,"Receive sure arrive owner federal voice reflect. Phone test role Republican style perhaps. Life get establish hold want.
East whole election never. Ten place nothing too.",42001,21000,63001,2024-05-19,2025-03-24,52.643682851849185,Completed,COST_REDUCTION,False,0
Success board wear.,Right agency company guy. Dark care thousand help popular arrive.,4777,2388,7165,2025-03-15,2026-01-23,56.65109165283544,InProgress,CASH_FLOW,False,0
Realize identify suffer.,"Bank like government bring enough country. Fall chance evening onto.
Again listen music upon suddenly. Main here look what step yeah any.",85348,42674,128022,2025-02-08,2025-12-02,25.308583126642624,Failed,DEBT_MANAGEMENT,False,0
Future source source floor.,"Hard door pass even more. Name will physical level hear feeling.
Pretty support address artist. Response agent people if tend bring indicate think. Dream oil item however available before.",44058,22029,66087,2024-05-31,2026-03-07,24.78910193928939,InProgress,CASH_FLOW,False,0
Force adult building.,"Than hit drive total already enter check. Cover response something forget imagine. Accept today also sound in since.
Garden require cost street. Fish late ready professor.",61970,30985,92955,2024-03-17,2025-10-15,49.359889073029265,Failed,DEBT_MANAGEMENT,True,0
Start happen.,"Lay away life TV least. Account cause coach stop growth.
Thus air technology finally including officer at. Degree question current his deal sister since. Detail community team other network.",96139,48069,144208,2023-05-22,2025-08-31,46.35362163652951,Failed,PROFIT_MARGIN,True,0
Anything read.,Too drug whole bad main effort cold. And before meeting crime view space lawyer. System air to carry at.,13512,6756,20268,2023-06-16,2023-08-21,97.30181492612823,Completed,PROFIT_MARGIN,True,1
Brother safe trouble.,"Cup any inside. Wonder agency floor along last quickly.
Agency decision consumer people religious. Write nice herself.",54016,27008,81024,2024-10-29,2025-03-23,4.069364690705468,Completed,COST_REDUCTION,True,0
Material size thus population.,"Seat region born baby visit member. Them suddenly everyone situation color alone call.
West take trial toward usually marriage approach. Design call mention behind bed.",30407,15203,45610,2024-08-14,2025-09-04,21.093517596937062,Completed,REVENUE_GROWTH,False,0
Hundred child.,"Organization and lose. Every tend be choice tend.
Price care sit. Get address enter choice.
Program stay candidate wish least. Perform military attorney TV serious real. Behind most news.",15838,7919,23757,2024-01-21,2025-06-11,27.07399220885329,Completed,REVENUE_GROWTH,True,0
Thousand mission bar.,Really because sound partner operation trouble. Medical collection it and card debate system.,19274,9637,28911,2023-09-06,2024-11-06,63.26181765982625,InProgress,DEBT_MANAGEMENT,True,0
Rather present protect.,"Something cultural across difference off her.
All and glass right administration. Store care down rock response amount small.",21096,10548,31644,2024-08-24,2024-10-06,39.055761454841274,InProgress,DEBT_MANAGEMENT,True,0
Staff above.,"Just indicate production sell less top quickly audience. Notice carry bag traditional.
For address party top.",39405,19702,59107,2024-11-15,2025-03-30,21.202125781237136,InProgress,COST_REDUCTION,False,0
Compare other.,Skin much animal economy beat however apply. Understand wear piece six. Standard paper let mission again.,60014,30007,90021,2023-09-19,2025-09-02,2.6269342515865435,Failed,TAX_OPTIMIZATION,False,0
Represent.,"Team citizen road owner six. Skill personal rest. Player age learn family ask until particular.
Statement blue old many go all. Key floor activity shake age such.",34717,17358,52075,2024-11-26,2025-07-07,66.79025781271312,InProgress,TAX_OPTIMIZATION,True,0
His democratic.,Ahead teacher continue kind much up fear. Dog security themselves thing. Case person blood onto visit discover word without.,92433,46216,138649,2024-02-23,2024-05-03,69.78983826835665,Failed,BUDGET,False,0
Oil above speech.,Fact room community. Up responsibility artist tend have letter resource out.,42721,21360,64081,2023-05-27,2024-06-18,52.02552440851894,Completed,TAX_OPTIMIZATION,False,0
Employee strong.,"Coach mind fly apply likely try these. Out dream pick spend meet medical. Meet camera herself like day animal.
See hold on kitchen scientist real difficult. Public standard particularly serious west.",48979,24489,73468,2025-03-04,2025-07-04,85.76743982836516,Completed,CASH_FLOW,False,1
Wait.,"Wall newspaper green responsibility. Pressure society reduce game parent.
Away former small animal president event consumer add. Out and many lay use.",2542,1271,3813,2023-07-06,2024-04-27,25.733333899233124,InProgress,COST_REDUCTION,False,0
Piece hotel.,"Available over physical commercial. Month beyond blood although hour. Director chair easy.
Control so focus question tough. Brother music later poor.",3037,1518,4555,2024-09-23,2025-07-24,36.80887411124777,Completed,COST_REDUCTION,True,0
Industry per.,Treatment project no result. Leave start computer. Never form another threat American kid.,94343,47171,141514,2023-05-12,2024-10-28,65.0335238107329,Completed,REVENUE_GROWTH,True,0
Recent can sometimes.,"Future finish election. Interest glass mouth bar big time. Need mission win happen.
Present debate right citizen oil bag. Hit cell traditional tree thousand.",86231,43115,129346,2024-07-02,2024-09-07,96.76544394210909,InProgress,PROFIT_MARGIN,False,0
Happen red level office.,"Choose keep money figure if. Within turn stage night. Health area already picture interview.
Indeed natural language guess election war. Bill husband mission often probably talk.",29604,14802,44406,2024-05-31,2025-02-07,14.15789136235669,Failed,EXPENSE_CONTROL,False,0
Language again carry.,"Performance above heart party actually beautiful author. Line rather listen hair.
A same catch blood available best. Treat receive shake right pass she window stay. Economy enter life lot.",9865,4932,14797,2023-06-16,2025-11-04,48.535288079308145,InProgress,CASH_FLOW,False,0
Defense bed American.,"School action right account without school receive. Approach fast hard sure enjoy game. Away us you sign your.
City spring attorney cup above reduce check. Vote business practice leg avoid suggest.",45898,22949,68847,2025-01-27,2025-02-07,84.0341361561474,Completed,CASH_FLOW,True,1
Believe win.,Might participant receive another also a. Anyone too mission administration deal. Until company individual spring here board.,42451,21225,63676,2024-05-29,2025-10-21,31.681605973180005,Failed,BUDGET,True,0
Two pull bad.,"Six camera tell fall. Party number line necessary around. Focus listen yard painting laugh develop lot.
Night interest staff civil drug. Order agreement machine task such six activity magazine.",71005,35502,106507,2023-07-29,2025-01-04,54.59511726438785,InProgress,PROFIT_MARGIN,True,0
Election administration.,"Raise new bed peace always standard paper wind. Over share kid by home. Expect article song news.
Remember film hope shake white that.
Share friend stand trial crime painting.",53013,26506,79519,2025-01-08,2025-02-03,50.853560928662574,InProgress,TAX_OPTIMIZATION,False,0
Science want.,Before time population him safe name task. Too base attention available win common. Type sell whether wrong early.,11585,5792,17377,2024-12-24,2026-03-25,76.01154978984226,Failed,REVENUE_GROWTH,False,0
Bar red information professor.,"Level new make explain. Big industry security onto modern.
Leader long full in majority every stock. Dog live animal ball financial different or. Citizen evidence daughter several threat.",57961,28980,86941,2023-11-03,2024-03-28,77.76790280976401,Failed,DEBT_MANAGEMENT,True,1
Improve activity.,"Matter sound church night player rest policy ever. Way role enter many.
Owner soldier beautiful same news somebody. Pressure land party certain.",12336,6168,18504,2024-12-30,2025-11-25,45.922066674365524,InProgress,CASH_FLOW,True,0
Half gun third.,Conference reach affect coach. Or else leader smile parent. Well study break represent win thousand guess. Thousand ever laugh lot artist especially.,32870,16435,49305,2024-08-03,2024-11-18,48.251807543413385,Completed,PROFIT_MARGIN,False,0
Executive term glass.,Though ok carry view against himself drug. Seem late though travel show wall organization.,66966,33483,100449,2025-04-01,2025-06-08,59.54711784512817,Completed,REVENUE_GROWTH,False,0
Mean production.,"Democratic seem those its. Wait official poor memory.
Brother contain floor. Able agency can.
Nature anyone better eat cultural phone. Give east easy behind local through.",74999,37499,112498,2025-03-16,2025-11-04,54.291845764512594,InProgress,BUDGET,True,0
Ten relate idea.,"Popular when military gas thousand front.
Cold recently enter rule owner. Although college during real operation second consumer. This president foreign guy movie.",44299,22149,66448,2023-05-17,2023-06-23,23.241048478474468,InProgress,REVENUE_GROWTH,True,0
Note including if.,Brother few particular hold fall national whom option. Computer Congress cut human. Population change interesting away body board start.,70091,35045,105136,2024-11-03,2025-09-26,65.87363670990737,Failed,DEBT_MANAGEMENT,False,0
Program goal.,"Case hold interesting song including foreign. Set opportunity brother choice budget current force interview.
Any off play southern young. Just quality smile good win threat. Yourself score show.",44596,22298,66894,2024-08-09,2024-09-29,83.60308687257502,Completed,CASH_FLOW,True,0
No cause pull.,Mr up nation language participant. Deep they most thought. Able figure catch management clearly task.,47392,23696,71088,2023-11-02,2025-11-04,75.8555891727538,Completed,CASH_FLOW,False,0
