amount,days_to_due,category,project_status,status
241.03511393536095,59,Products,PENDING,PAID
3800.1725528007332,6,Products,In Progress,PAID
3139.5168016319767,9,Other,In Progress,OVERDUE
3549.9908636861956,6,Products,PENDING,OVERDUE
1143.5243913936627,9,Maintenance,PENDING,OVERDUE
768.2202303751718,39,Services,In Progress,CANCELLED
171.26886177262145,31,Freelance,Completed,PAID
1817.8790381523252,32,Maintenance,Completed,OVERDUE
2990.5966655877023,41,Freelance,PENDING,CANCELLED
2021.9958209886884,50,Freelance,Completed,OVERDUE
2243.6271179162723,12,Services,In Progress,PAID
4530.377603019368,8,Other,Delayed,OVERDUE
1806.4517884141717,8,Products,Delayed,PAID
2618.548496883073,50,Services,Completed,CANCELLED
3939.899762431601,28,Maintenance,PENDING,OVERDUE
2043.0596333742237,20,Other,PENDING,OVERDUE
3148.22483111658,47,Maintenance,PENDING,OVERDUE
4325.582172859052,59,Other,PENDING,CANCELLED
4752.651055922446,7,Maintenance,PENDING,PAID
820.6600565522859,11,Services,Completed,OVERDUE
4640.279363291323,20,Other,Delayed,PAID
2511.369836089737,16,Other,Delayed,PAID
1365.397502664896,4,Freelance,Completed,PAID
2349.7652055674803,6,Freelance,PENDING,PAID
4902.159618898838,58,Consulting,Completed,OVERDUE
2513.828660565061,22,Maintenance,Delayed,OVERDUE
1710.8828904087902,26,Freelance,In Progress,PAID
3203.664186151956,3,Consulting,Completed,PAID
1276.713532013146,41,Freelance,PENDING,PAID
471.7303077324532,42,Maintenance,Delayed,PAID
731.5106373621812,14,Other,Delayed,OVERDUE
727.424610893085,11,Products,Delayed,PAID
844.3231982102424,18,Maintenance,Delayed,PAID
780.2531459821097,54,Services,PENDING,PAID
3240.2862495357517,12,Freelance,In Progress,PAID
991.2124135558097,23,Freelance,Delayed,PAID
1793.7696882869297,12,Other,Completed,PAID
4494.263208539458,13,Services,In Progress,OVERDUE
2422.4120372880743,25,Other,Delayed,OVERDUE
3371.0329187530333,45,Services,In Progress,OVERDUE
944.3673688879862,51,Products,Completed,CANCELLED
1042.2161921624868,58,Freelance,Delayed,PAID
300.2562197057464,19,Freelance,Completed,PAID
927.7818090536063,55,Products,PENDING,CANCELLED
1465.0926612565972,46,Consulting,Delayed,PAID
967.3513729560594,36,Other,Delayed,CANCELLED
534.6424154095725,45,Products,Delayed,PAID
691.115768392944,8,Other,Delayed,PAID
2357.8159633603564,29,Maintenance,PENDING,PAID
1111.0352201883834,55,Freelance,Delayed,OVERDUE
1884.9223191355698,53,Other,In Progress,OVERDUE
2566.744627188799,55,Services,Delayed,CANCELLED
3482.93466028389,32,Other,PENDING,OVERDUE
292.6294852213848,51,Maintenance,Delayed,PAID
4017.110954654309,44,Freelance,In Progress,OVERDUE
3176.711908505448,18,Products,PENDING,PAID
500.61925654947237,6,Maintenance,PENDING,CANCELLED
4380.535258123208,18,Freelance,In Progress,PAID
4612.2747626058845,19,Other,In Progress,OVERDUE
399.28200328883236,22,Consulting,In Progress,PAID
1456.7004759212982,37,Consulting,In Progress,PAID
4050.3862709860005,32,Services,In Progress,OVERDUE
3766.472482879926,56,Freelance,PENDING,OVERDUE
1004.1529948462489,41,Consulting,PENDING,PAID
1125.8116843498806,59,Products,Delayed,PAID
1915.3133036777717,3,Freelance,Delayed,PAID
2474.1626274360046,28,Products,Completed,PAID
3129.44838049845,10,Products,Delayed,PAID
1907.6768338918848,51,Consulting,Delayed,PAID
2366.420109052425,35,Freelance,In Progress,OVERDUE
3762.607596855407,29,Other,In Progress,OVERDUE
279.74769416392974,54,Maintenance,Delayed,PAID
1336.9410272857017,15,Consulting,Completed,PAID
3595.412970834307,33,Consulting,In Progress,OVERDUE
4486.513504667277,7,Other,Delayed,OVERDUE
2607.219466366764,12,Freelance,Delayed,PAID
2707.356077800047,49,Freelance,PENDING,OVERDUE
625.1428555649027,30,Products,Completed,PAID
2292.3205974349275,21,Other,PENDING,PAID
2709.8246056296134,31,Other,Completed,OVERDUE
1288.1054678101752,58,Freelance,In Progress,PAID
1419.2918316519667,24,Products,Completed,OVERDUE
1948.692399212651,20,Consulting,Delayed,PAID
198.3488691108592,37,Services,Delayed,PAID
1678.1879113575735,4,Maintenance,Completed,OVERDUE
1136.0952342830687,28,Consulting,Completed,PAID
1704.7370256717818,44,Freelance,Completed,OVERDUE
686.834445914331,20,Maintenance,PENDING,PAID
4463.583675625485,24,Services,Completed,PAID
3008.6030224148385,50,Services,In Progress,CANCELLED
3427.601363807999,49,Products,PENDING,OVERDUE
3966.9390691759577,51,Maintenance,PENDING,OVERDUE
2542.3667747523805,32,Products,Completed,OVERDUE
525.9094116283761,41,Consulting,In Progress,PAID
2731.822054910884,36,Other,PENDING,CANCELLED
2975.5214783023075,58,Other,Delayed,CANCELLED
3752.653423503217,53,Other,PENDING,CANCELLED
2215.131776525429,34,Maintenance,Completed,CANCELLED
725.1434836982625,36,Other,In Progress,PAID
1490.50193841375,2,Consulting,Completed,PAID
1879.103252353312,15,Products,Delayed,PAID
3264.994482524846,34,Maintenance,Delayed,OVERDUE
2896.813692877668,36,Products,Delayed,OVERDUE
1844.8739568994465,6,Maintenance,Completed,CANCELLED
4933.9247190856,39,Products,PENDING,OVERDUE
3068.296614848747,42,Services,Completed,OVERDUE
1262.411279506373,51,Products,In Progress,PAID
598.7341158399784,51,Other,PENDING,OVERDUE
849.009782003227,58,Services,Delayed,OVERDUE
1305.1928690840898,54,Products,Completed,PAID
887.3387289718228,12,Maintenance,Delayed,PAID
1014.1784178513982,3,Maintenance,Delayed,OVERDUE
1496.9663265998508,45,Maintenance,In Progress,PAID
949.5306169442987,18,Freelance,PENDING,PAID
4494.150580669483,40,Consulting,In Progress,OVERDUE
493.14535374204684,21,Maintenance,In Progress,PAID
2670.1058088942477,15,Services,In Progress,PAID
2110.9444522493413,33,Maintenance,Delayed,CANCELLED
4913.655222852171,35,Freelance,In Progress,CANCELLED
648.9906206234565,26,Other,In Progress,PAID
2049.492435324134,8,Services,PENDING,CANCELLED
4850.405123049308,36,Freelance,PENDING,CANCELLED
4340.984916880503,48,Other,In Progress,CANCELLED
4103.653147651472,30,Services,PENDING,OVERDUE
1363.7238525202051,23,Products,PENDING,PAID
937.3491782113225,42,Consulting,In Progress,PAID
3376.3517776297117,44,Consulting,Delayed,OVERDUE
4653.94234672517,14,Freelance,In Progress,PAID
2828.138175768256,14,Other,PENDING,PAID
2900.9021784025094,2,Consulting,Delayed,OVERDUE
1471.8975589353925,55,Other,Completed,OVERDUE
3870.515372640491,37,Other,Delayed,OVERDUE
1016.5143679318645,5,Freelance,PENDING,OVERDUE
1686.0282583807941,38,Freelance,Delayed,OVERDUE
2184.638549220442,45,Freelance,In Progress,OVERDUE
2587.2908555538297,41,Consulting,Completed,OVERDUE
1287.807688833893,54,Freelance,Completed,PAID
662.7004412220973,47,Consulting,Completed,OVERDUE
3092.038207964,14,Freelance,PENDING,PAID
1514.2897108772534,56,Maintenance,PENDING,OVERDUE
2948.0672849708003,39,Other,Completed,OVERDUE
856.3773048435913,25,Freelance,Delayed,OVERDUE
2457.5864990886057,20,Services,Completed,OVERDUE
2709.6882195027706,2,Other,Delayed,OVERDUE
353.93533042989185,39,Other,Delayed,OVERDUE
1749.3609631502109,6,Freelance,PENDING,OVERDUE
758.6319170009738,17,Products,Delayed,CANCELLED
410.53735531656196,59,Freelance,Completed,OVERDUE
4950.805138710732,25,Other,PENDING,OVERDUE
1679.5338403761425,57,Services,In Progress,OVERDUE
4068.3847846877106,28,Other,In Progress,PAID
1347.739208342443,2,Services,PENDING,PAID
3439.3633388972535,35,Consulting,Completed,OVERDUE
3825.116513459464,37,Maintenance,In Progress,OVERDUE
3018.6298289784368,5,Other,In Progress,PAID
2410.723323895776,1,Freelance,Delayed,CANCELLED
2118.0204793216158,40,Consulting,Delayed,CANCELLED
1809.454506060677,12,Maintenance,Completed,OVERDUE
4654.692806814347,56,Freelance,PENDING,OVERDUE
4170.035098159873,36,Products,Completed,OVERDUE
4828.631862265912,45,Freelance,PENDING,OVERDUE
709.0563950791692,23,Services,In Progress,PAID
3681.2506284978567,47,Services,Delayed,OVERDUE
4697.868238423085,31,Products,Completed,OVERDUE
988.0420242117348,11,Consulting,Completed,CANCELLED
425.83171009720974,10,Maintenance,PENDING,PAID
3731.4911815212895,3,Freelance,PENDING,PAID
2914.9182545815684,54,Services,Completed,OVERDUE
4224.961006115533,14,Consulting,PENDING,PAID
784.8846454688186,16,Products,Completed,PAID
3996.809828113462,10,Other,Completed,CANCELLED
1087.9738682339482,29,Services,Completed,PAID
901.9141200419521,10,Products,In Progress,PAID
904.9024098618654,12,Freelance,PENDING,PAID
4091.4161291337723,30,Maintenance,Delayed,PAID
3359.4663814113806,41,Services,Delayed,OVERDUE
2663.020581368685,1,Services,PENDING,OVERDUE
1858.2693722051622,5,Freelance,Completed,OVERDUE
4398.28264998423,20,Other,Delayed,PAID
2022.9810263709135,8,Consulting,Delayed,PAID
4101.3372534107275,43,Maintenance,PENDING,OVERDUE
2251.7610519940704,12,Services,Delayed,OVERDUE
1947.027704182047,1,Maintenance,Completed,PAID
2367.1309497810716,57,Services,PENDING,OVERDUE
1576.7515834042963,54,Maintenance,Completed,OVERDUE
3763.2859628636306,20,Products,Delayed,OVERDUE
2563.329911453148,28,Services,Delayed,PAID
1237.8422062194047,57,Maintenance,Completed,PAID
4507.915409045386,43,Consulting,In Progress,OVERDUE
1981.0669847287359,37,Products,Delayed,OVERDUE
2763.409019458544,47,Products,In Progress,OVERDUE
4541.71334372628,37,Consulting,Delayed,CANCELLED
3158.7661799785615,12,Maintenance,In Progress,PAID
672.800399470984,37,Freelance,In Progress,CANCELLED
4705.177405706028,49,Consulting,In Progress,CANCELLED
3175.7694600499476,49,Maintenance,Completed,OVERDUE
1741.037511819722,56,Consulting,In Progress,OVERDUE
782.4331560505975,44,Consulting,In Progress,PAID
3990.72342742445,56,Services,In Progress,CANCELLED
3138.356504049716,28,Maintenance,Delayed,OVERDUE
2713.9593506839756,47,Freelance,In Progress,OVERDUE
4480.073656949692,15,Services,Delayed,OVERDUE
3964.1263350002005,6,Consulting,In Progress,CANCELLED
843.2069106904808,44,Other,In Progress,PAID
1627.4381321981864,59,Consulting,Completed,PAID
1317.5967850908821,20,Consulting,Delayed,OVERDUE
3745.336833606117,50,Maintenance,In Progress,CANCELLED
264.308930205319,14,Maintenance,Delayed,PAID
2892.459455869451,2,Services,Delayed,PAID
3836.047560129384,9,Freelance,PENDING,PAID
4396.151620132572,37,Services,Completed,OVERDUE
1776.2005687079466,20,Products,Completed,PAID
4124.160792892862,26,Consulting,Completed,CANCELLED
642.0955110805154,29,Other,PENDING,PAID
4247.616229499139,1,Consulting,PENDING,OVERDUE
724.6944454267139,55,Consulting,Completed,PAID
2046.7077237457995,35,Services,PENDING,OVERDUE
4006.747292319813,6,Other,PENDING,PAID
834.5953940089915,37,Other,PENDING,PAID
1223.3318366399433,53,Other,Completed,OVERDUE
3639.0375851260246,59,Services,Completed,CANCELLED
3628.1790290757644,5,Consulting,Completed,OVERDUE
3241.623401137957,33,Services,PENDING,CANCELLED
3500.34737788879,49,Maintenance,Completed,CANCELLED
2759.3497724032213,51,Maintenance,PENDING,OVERDUE
1333.8153886440684,14,Services,In Progress,OVERDUE
1793.9103681692052,12,Other,PENDING,OVERDUE
989.8288123269858,42,Consulting,Delayed,PAID
4551.407750534779,20,Services,Completed,OVERDUE
2958.61979435399,53,Services,Completed,OVERDUE
2064.1719421418356,50,Services,Delayed,OVERDUE
2363.8284378562503,24,Products,PENDING,OVERDUE
4741.688364097895,59,Maintenance,In Progress,OVERDUE
851.421875268793,43,Other,Delayed,PAID
2972.5261768823066,34,Freelance,Delayed,CANCELLED
2578.8545265338835,25,Other,PENDING,OVERDUE
3096.1257536297744,50,Freelance,Completed,OVERDUE
188.73990072211848,29,Products,PENDING,PAID
4373.407153826342,57,Services,Delayed,OVERDUE
4667.379584169701,39,Products,Delayed,OVERDUE
2869.152599587124,31,Products,Completed,CANCELLED
3513.589036996772,56,Consulting,Completed,OVERDUE
4620.246967768749,47,Maintenance,Completed,OVERDUE
3565.469308135653,43,Freelance,PENDING,CANCELLED
847.4413102798806,50,Services,Completed,OVERDUE
2923.8129648173845,23,Freelance,Delayed,PAID
3072.903727275994,44,Other,Delayed,OVERDUE
2178.2402893816916,38,Freelance,In Progress,OVERDUE
3708.576754561142,20,Other,PENDING,OVERDUE
4678.398372368173,23,Maintenance,In Progress,OVERDUE
4635.285713243204,45,Other,Delayed,OVERDUE
2309.1129198802473,52,Freelance,In Progress,CANCELLED
654.8664246197008,16,Freelance,Delayed,OVERDUE
4925.721874915439,50,Other,In Progress,OVERDUE
4210.600623585077,42,Products,Completed,OVERDUE
710.8471378960076,55,Maintenance,In Progress,PAID
4612.125224825124,8,Consulting,Completed,PAID
4362.492174104428,50,Services,Completed,OVERDUE
2642.306479917753,21,Freelance,PENDING,OVERDUE
2997.249635150153,1,Services,Completed,PAID
2055.1132489636384,55,Consulting,Completed,OVERDUE
368.3320302279535,8,Services,In Progress,PAID
1742.4664840649145,29,Consulting,Delayed,PAID
4033.981898130256,32,Other,PENDING,OVERDUE
122.696912722554,38,Products,Completed,PAID
1734.1459412866066,5,Freelance,PENDING,PAID
2051.026598595622,47,Consulting,In Progress,CANCELLED
2733.238454395822,22,Services,Completed,PAID
4607.292520422527,47,Freelance,In Progress,OVERDUE
1797.09537239321,34,Products,PENDING,PAID
1800.0706892915157,1,Other,In Progress,CANCELLED
3713.7561157377672,55,Freelance,PENDING,OVERDUE
2315.8679103600552,55,Consulting,In Progress,OVERDUE
1200.5636324059117,26,Products,PENDING,PAID
2316.953629050198,43,Services,Delayed,OVERDUE
790.1993998610193,10,Products,In Progress,PAID
964.2962338804942,30,Products,In Progress,OVERDUE
2542.0020864234507,50,Maintenance,Delayed,OVERDUE
2152.7347025722847,18,Products,Delayed,PAID
4582.74491523369,17,Products,In Progress,OVERDUE
1875.7301056715023,26,Freelance,Delayed,PAID
2944.8829163624127,8,Services,Completed,PAID
3198.0950108056986,47,Freelance,PENDING,OVERDUE
164.1628372828348,40,Freelance,PENDING,OVERDUE
3351.333122881882,49,Consulting,PENDING,OVERDUE
972.3762376617819,12,Freelance,Completed,OVERDUE
4809.24455560033,27,Maintenance,Delayed,OVERDUE
828.4473659902535,8,Maintenance,Delayed,PAID
2131.6582062624166,25,Consulting,In Progress,CANCELLED
518.2133735853549,46,Other,Delayed,PAID
4984.683834045142,4,Services,In Progress,PAID
2560.7555506230888,33,Services,Completed,CANCELLED
3017.3865848682144,1,Freelance,PENDING,OVERDUE
428.6747392032947,19,Freelance,PENDING,PAID
3774.806304955971,31,Other,PENDING,OVERDUE
1128.5374061683701,16,Freelance,Delayed,PAID
4500.466018259497,14,Services,In Progress,OVERDUE
1105.184238361835,53,Products,In Progress,PAID
1034.3698312519662,48,Maintenance,Completed,PAID
279.0933724556649,5,Products,Delayed,PAID
2413.128031038996,41,Products,Completed,OVERDUE
2867.7215529868204,26,Services,In Progress,OVERDUE
421.9723331989266,28,Products,In Progress,PAID
3900.0853218055518,2,Other,PENDING,CANCELLED
2321.1152902653353,50,Consulting,Delayed,OVERDUE
2669.512319705142,6,Freelance,In Progress,OVERDUE
2259.7374599973177,9,Consulting,PENDING,PAID
2063.7389982890973,33,Maintenance,Delayed,OVERDUE
2842.2376234102676,41,Freelance,Completed,OVERDUE
860.6772050604912,25,Products,Delayed,PAID
991.4478394268285,48,Maintenance,Delayed,PAID
4322.749542966235,13,Freelance,In Progress,CANCELLED
4735.965764454801,9,Other,In Progress,OVERDUE
1929.2156497707895,53,Other,Delayed,PAID
1426.6488984034136,13,Other,In Progress,PAID
3255.597761871177,31,Other,In Progress,OVERDUE
2102.7974383806722,41,Products,In Progress,OVERDUE
224.39314273568982,11,Consulting,PENDING,PAID
865.1477270943327,4,Freelance,PENDING,CANCELLED
3608.263921352248,34,Products,Delayed,OVERDUE
3328.7273153597416,38,Other,In Progress,OVERDUE
232.77036326706911,46,Consulting,PENDING,PAID
1187.6635934714523,4,Maintenance,Delayed,OVERDUE
1232.2665032815498,38,Maintenance,In Progress,PAID
3392.2744436337694,19,Maintenance,Completed,OVERDUE
196.58163499638437,6,Other,In Progress,PAID
610.1320517244119,34,Maintenance,In Progress,PAID
4019.588818328628,18,Services,PENDING,OVERDUE
974.8688440662347,13,Freelance,Delayed,PAID
3298.455928474186,41,Freelance,Delayed,OVERDUE
1267.09562712896,23,Other,PENDING,PAID
587.2628245207914,19,Services,In Progress,PAID
1291.543735897325,45,Products,Completed,CANCELLED
3639.10796609273,11,Products,In Progress,OVERDUE
4292.9126937208,1,Maintenance,In Progress,OVERDUE
4168.077336378259,24,Consulting,Completed,PAID
2046.1992951304287,54,Products,PENDING,CANCELLED
3373.6171691961663,7,Consulting,Delayed,PAID
1104.4230475375227,25,Freelance,PENDING,OVERDUE
1536.423878278965,21,Consulting,PENDING,PAID
4492.045510753487,15,Freelance,In Progress,CANCELLED
163.70942520260658,1,Services,Delayed,OVERDUE
518.9918011868936,12,Services,Delayed,OVERDUE
1118.6426502155339,58,Other,PENDING,PAID
230.0077989817166,7,Other,Completed,PAID
989.0336319400068,15,Maintenance,PENDING,OVERDUE
2956.903648751492,21,Products,Completed,PAID
2164.98029790324,19,Maintenance,Delayed,OVERDUE
4474.091384277177,29,Freelance,PENDING,PAID
4105.47345251836,25,Maintenance,In Progress,PAID
1774.9050233195921,33,Consulting,PENDING,CANCELLED
1371.1748238133332,49,Freelance,Delayed,OVERDUE
1960.4928000196078,32,Other,In Progress,PAID
2992.445218322558,49,Services,In Progress,OVERDUE
1413.5118400320937,35,Other,Completed,PAID
3158.3296484607567,44,Products,In Progress,CANCELLED
2106.1170957370778,38,Freelance,In Progress,OVERDUE
2805.031186174703,26,Freelance,PENDING,CANCELLED
2237.019992763052,11,Consulting,Delayed,OVERDUE
1542.8822217553966,35,Products,Completed,PAID
4747.421204114567,8,Services,PENDING,OVERDUE
3841.668391382828,46,Freelance,In Progress,OVERDUE
786.5545612556175,14,Freelance,In Progress,PAID
4355.493081899773,10,Consulting,Completed,CANCELLED
2488.4128714226167,2,Maintenance,Delayed,PAID
4483.305911781048,46,Services,Completed,OVERDUE
4019.2907541418444,9,Other,PENDING,PAID
2183.5461718992437,3,Products,Completed,PAID
210.09961076857525,21,Freelance,In Progress,PAID
1416.519060986236,26,Freelance,PENDING,OVERDUE
2754.007651838248,8,Other,In Progress,OVERDUE
3204.0432771481214,48,Services,Delayed,OVERDUE
1363.6496586226913,2,Maintenance,In Progress,PAID
782.8447629568383,6,Freelance,In Progress,PAID
4191.158160316565,28,Services,Completed,PAID
4923.570685447406,53,Other,In Progress,OVERDUE
2675.8818932831605,29,Consulting,PENDING,PAID
941.2285006566872,26,Maintenance,PENDING,PAID
1434.3058999449079,25,Products,Delayed,PAID
190.11431508258698,12,Freelance,PENDING,PAID
4580.064152146445,5,Services,Completed,CANCELLED
676.9803061616916,34,Consulting,Delayed,CANCELLED
2924.9307300198425,48,Products,PENDING,OVERDUE
1442.8705813673093,37,Services,Completed,CANCELLED
2815.4722123273878,15,Services,PENDING,OVERDUE
3291.959902924135,44,Products,PENDING,OVERDUE
4165.734838165288,36,Consulting,In Progress,OVERDUE
1111.4642316269558,15,Other,PENDING,OVERDUE
153.87956042655435,43,Consulting,PENDING,PAID
770.7395873371556,48,Maintenance,Completed,OVERDUE
4510.091345055715,23,Freelance,Completed,OVERDUE
4382.061380056325,6,Products,In Progress,PAID
3027.324200634511,46,Other,PENDING,CANCELLED
3042.5326161249013,50,Products,In Progress,CANCELLED
3358.679705276652,44,Products,PENDING,OVERDUE
959.319265254903,59,Consulting,Delayed,OVERDUE
4580.618535032303,43,Freelance,Delayed,OVERDUE
2151.9755719711584,45,Maintenance,In Progress,OVERDUE
1977.3787884225376,21,Services,In Progress,OVERDUE
2642.6967558859037,23,Services,In Progress,PAID
330.13323719776974,43,Products,Completed,PAID
914.7885069047891,55,Freelance,Completed,PAID
3716.364720489215,16,Other,Completed,OVERDUE
505.7134728331197,47,Consulting,In Progress,PAID
3055.445336385302,53,Freelance,PENDING,CANCELLED
1302.2106374384728,15,Freelance,Delayed,PAID
2007.548508805685,25,Consulting,In Progress,OVERDUE
1514.5993101764293,36,Products,Completed,PAID
1842.7963106782508,11,Freelance,Completed,OVERDUE
3623.324935402803,51,Services,In Progress,CANCELLED
1555.8964065535577,15,Consulting,In Progress,CANCELLED
2875.3827374547964,4,Other,Completed,OVERDUE
2432.646970775588,21,Maintenance,PENDING,OVERDUE
3351.988710276976,13,Products,Completed,PAID
4690.465722691314,22,Consulting,Completed,PAID
3689.6032763302264,19,Maintenance,In Progress,PAID
1153.207855094708,34,Maintenance,PENDING,OVERDUE
252.7973618002949,14,Other,Completed,OVERDUE
1385.093817069143,4,Freelance,Completed,PAID
3015.8818604312487,48,Other,Delayed,CANCELLED
351.9864860728267,53,Freelance,In Progress,PAID
2532.1946112860583,52,Freelance,Delayed,OVERDUE
3024.529959692757,46,Consulting,Delayed,OVERDUE
1737.795065003108,27,Consulting,Completed,PAID
3877.4697983545275,29,Products,In Progress,PAID
622.3314403554818,47,Freelance,PENDING,OVERDUE
468.17513050546296,28,Maintenance,Completed,PAID
3668.124905397656,35,Services,PENDING,OVERDUE
2527.9074494103725,8,Products,PENDING,OVERDUE
3473.1717424959065,16,Consulting,In Progress,OVERDUE
2230.6539591583564,42,Other,Delayed,CANCELLED
1307.3699628716233,36,Products,In Progress,PAID
4113.601356603578,30,Products,PENDING,PAID
4017.1378069479983,18,Products,Completed,OVERDUE
3504.012707186691,2,Products,PENDING,PAID
1433.5111724268172,49,Services,Completed,PAID
2992.130267658527,13,Other,Completed,PAID
1868.7720950061314,4,Other,In Progress,PAID
548.7521593005074,26,Other,PENDING,PAID
4594.83651976499,25,Freelance,Delayed,PAID
770.4112915029109,30,Maintenance,PENDING,PAID
4756.163033721932,11,Other,PENDING,PAID
2285.428287493983,7,Products,Delayed,OVERDUE
